scenario_id,mood,energy_level,time_available,time_of_day,occasion,relationship_stage,bonding_level,intimacy_level,couple_only,consent_required,scene_label,recommended_activity_id,recommended_activity,recommended_category,recommendation_probability,expected_engagement
229,happy,very_high,30,afternoon,rough_day,new,3,light,false,false,positive_social,16,Watch Together,watch_together,0.08548,0.645
230,celebratory,medium,10,late_night,date_night,just_met,5,light,false,false,celebration,8,Two Truths and a Lie,question_game,0.06908,0.74
231,playful,very_high,30,morning,long_distance,serious,1,light,false,false,playful_social,15,Music Mood,watch_together,0.08471,0.645
232,calm,medium,45,morning,valentines,just_met,3,light,false,false,calm_connection,16,Watch Together,watch_together,0.24803,0.715
233,low_energy,very_low,60,evening,date_night,just_met,3,light,false,false,gentle_connection,16,Watch Together,watch_together,0.52222,0.715
234,low_energy,low,60,late_night,rough_day,serious,2,light,false,false,gentle_connection,22,Little Moments,memory,0.13997,0.744
235,playful,high,5,evening,anniversary,just_met,2,light,false,false,playful_social,8,Two Truths and a Lie,question_game,0.09574,0.635
236,calm,medium,30,late_night,holiday,long_term,4,light,false,false,calm_connection,24,Date Night Roulette,date_activity,0.08102,0.768
237,erotic,low,15,evening,holiday,just_met,3,very_high,true,true,intimate_connection,3,Trivia Battle,competitive_game,0.08096,0.67
238,erotic,medium,20,late_night,rough_day,serious,4,very_high,true,true,intimate_connection,23,Cozy Conversation,conversation,0.09409,0.823
239,romantic,high,45,late_night,valentines,long_term,3,moderate,true,false,romantic_connection,21,Compliment Challenge,romantic_activity,0.08615,0.706
240,sensual,high,5,late_night,late_night,new,5,high,true,true,sensual_connection,25,Playful Teasing Cards,intimate_activity,0.14882,0.835
241,playful,very_low,15,evening,birthday,serious,5,light,false,false,playful_social,17,Couple Challenge,challenge,0.06339,0.785
242,romantic,high,15,late_night,normal_day,dating,5,moderate,true,false,romantic_connection,24,Date Night Roulette,date_activity,0.05313,0.775
243,deep,very_low,5,late_night,valentines,long_term,2,light,false,false,deep_connection,18,Truth or Dare,romantic_activity,0.05894,0.614
244,romantic,very_high,45,late_night,normal_day,new,1,moderate,true,false,romantic_connection,16,Watch Together,watch_together,0.20032,0.585
245,low_energy,medium,15,late_night,late_night,just_met,5,light,false,false,gentle_connection,16,Watch Together,watch_together,0.10964,0.775
246,energetic,medium,15,late_night,special_memory,just_met,5,light,false,false,high_energy_fun,1,Rapid Fire,question_game,0.08468,0.715
247,calm,high,15,evening,anniversary,just_met,1,light,false,false,calm_connection,1,Rapid Fire,question_game,0.06601,0.66
248,energetic,very_high,20,morning,birthday,dating,4,light,false,false,high_energy_fun,3,Trivia Battle,competitive_game,0.08872,0.775
249,celebratory,medium,45,late_night,anniversary,just_met,2,light,false,false,celebration,1,Rapid Fire,question_game,0.10089,0.635
250,energetic,low,45,late_night,first_date,dating,3,light,false,false,high_energy_fun,7,Find the Spy,social_game,0.08522,0.61
251,nostalgic,very_high,15,evening,holiday,new,2,moderate,true,false,memory_connection,14,Date Planner,date_activity,0.05805,0.694
252,nostalgic,low,5,afternoon,special_memory,new,2,moderate,true,false,memory_connection,23,Cozy Conversation,conversation,0.08789,0.764
253,happy,medium,30,evening,reunion,long_term,2,light,false,false,positive_social,11,Relationship Timeline,memory,0.07184,0.719
254,playful,very_low,15,late_night,rough_day,serious,5,light,false,false,playful_social,15,Music Mood,watch_together,0.05565,0.695
255,relaxed,very_high,5,afternoon,valentines,just_met,4,light,false,false,easy_connection,1,Rapid Fire,question_game,0.11816,0.635
256,nostalgic,medium,10,afternoon,special_memory,new,4,moderate,true,false,memory_connection,22,Little Moments,memory,0.09107,0.823
257,happy,very_low,30,afternoon,birthday,new,2,light,false,false,positive_social,6,Scribble,creative_game,0.09921,0.725
258,sensual,low,15,evening,holiday,just_met,3,high,true,true,sensual_connection,3,Trivia Battle,competitive_game,0.08475,0.67
259,nostalgic,medium,10,evening,late_night,long_term,1,moderate,true,false,memory_connection,20,Romantic Q&A,intimate_activity,0.05891,0.787
260,romantic,very_high,30,afternoon,date_night,long_term,5,moderate,true,false,romantic_connection,18,Truth or Dare,romantic_activity,0.10048,0.81
261,celebratory,very_low,60,morning,first_date,just_met,5,light,false,false,celebration,8,Two Truths and a Lie,question_game,0.22656,0.67
262,affectionate,very_high,20,morning,reunion,long_term,3,moderate,true,false,warm_connection,17,Couple Challenge,challenge,0.05904,0.731
263,deep,high,10,late_night,birthday,serious,1,light,false,false,deep_connection,12,Deep Questions,conversation,0.06738,0.69
264,romantic,high,20,late_night,reunion,new,3,moderate,true,false,romantic_connection,24,Date Night Roulette,date_activity,0.0694,0.811
265,calm,medium,45,evening,long_distance,new,3,light,false,false,calm_connection,15,Music Mood,watch_together,0.09745,0.695
266,playful,medium,10,late_night,first_date,dating,4,light,false,false,playful_social,8,Two Truths and a Lie,question_game,0.09104,0.8
267,playful,very_low,15,late_night,holiday,long_term,4,light,false,false,playful_social,3,Trivia Battle,competitive_game,0.06262,0.725
268,romantic,medium,30,evening,anniversary,new,4,moderate,true,false,romantic_connection,18,Truth or Dare,romantic_activity,0.06597,0.788
269,energetic,high,15,late_night,normal_day,just_met,4,light,false,false,high_energy_fun,6,Scribble,creative_game,0.11455,0.74
270,affectionate,low,30,evening,normal_day,just_met,3,moderate,true,false,warm_connection,16,Watch Together,watch_together,0.12876,0.66
271,low_energy,high,15,morning,holiday,just_met,4,light,false,false,gentle_connection,3,Trivia Battle,competitive_game,0.08729,0.72
272,deep,medium,60,late_night,valentines,just_met,4,light,false,false,deep_connection,16,Watch Together,watch_together,0.29032,0.635
273,nostalgic,low,15,evening,first_date,serious,5,moderate,true,false,memory_connection,22,Little Moments,memory,0.06433,0.8
274,nostalgic,medium,60,morning,date_night,just_met,4,moderate,true,false,memory_connection,16,Watch Together,watch_together,0.36242,0.635
275,calm,very_high,15,afternoon,anniversary,long_term,5,light,false,false,calm_connection,22,Little Moments,memory,0.06952,0.785
276,happy,very_low,5,afternoon,rough_day,dating,4,light,false,false,positive_social,2,This or That,question_game,0.07916,0.69
277,romantic,very_high,30,afternoon,valentines,long_term,3,moderate,true,false,romantic_connection,18,Truth or Dare,romantic_activity,0.11137,0.786
278,celebratory,medium,30,evening,weekend,long_term,5,light,false,false,celebration,6,Scribble,creative_game,0.08946,0.775
279,celebratory,medium,20,morning,valentines,dating,1,light,false,false,celebration,14,Date Planner,date_activity,0.05469,0.732
280,celebratory,medium,60,morning,late_night,serious,3,light,false,false,celebration,19,Flirty This or That,intimate_activity,0.06601,0.676
281,erotic,very_high,30,afternoon,rough_day,just_met,5,very_high,true,true,intimate_connection,15,Music Mood,watch_together,0.11094,0.645
282,nostalgic,very_high,60,late_night,date_night,new,1,moderate,true,false,memory_connection,11,Relationship Timeline,memory,0.09362,0.597
283,sensual,very_low,10,morning,reunion,dating,4,high,true,true,sensual_connection,22,Little Moments,memory,0.09079,0.823
284,sensual,low,20,late_night,holiday,just_met,2,high,true,true,sensual_connection,3,Trivia Battle,competitive_game,0.08431,0.67
285,nostalgic,medium,45,late_night,weekend,serious,3,moderate,true,false,memory_connection,22,Little Moments,memory,0.07755,0.671
286,energetic,very_high,15,evening,celebration,dating,5,light,false,false,high_energy_fun,3,Trivia Battle,competitive_game,0.08047,0.775
287,affectionate,medium,30,evening,anniversary,dating,3,moderate,true,false,warm_connection,21,Compliment Challenge,romantic_activity,0.06515,0.731
288,sensual,high,15,late_night,valentines,long_term,3,high,true,true,sensual_connection,20,Romantic Q&A,intimate_activity,0.09906,0.786
289,celebratory,very_high,20,late_night,holiday,dating,2,light,false,false,celebration,24,Date Night Roulette,date_activity,0.08413,0.774
290,deep,very_low,15,late_night,celebration,dating,4,light,false,false,deep_connection,12,Deep Questions,conversation,0.0627,0.715
291,nostalgic,medium,30,evening,date_night,just_met,5,moderate,true,false,memory_connection,6,Scribble,creative_game,0.07574,0.635
292,affectionate,low,5,afternoon,celebration,new,1,moderate,true,false,warm_connection,21,Compliment Challenge,romantic_activity,0.10444,0.752
293,calm,high,5,afternoon,normal_day,long_term,2,light,false,false,calm_connection,22,Little Moments,memory,0.09524,0.714
294,energetic,high,45,afternoon,special_memory,dating,3,light,false,false,high_energy_fun,6,Scribble,creative_game,0.09009,0.66
295,happy,very_low,45,afternoon,weekend,just_met,2,light,false,false,positive_social,3,Trivia Battle,competitive_game,0.17143,0.645
296,romantic,very_low,60,late_night,special_memory,serious,2,moderate,true,false,romantic_connection,22,Little Moments,memory,0.10056,0.639
297,deep,very_low,5,evening,late_night,long_term,1,light,false,false,deep_connection,2,This or That,question_game,0.06936,0.61
298,calm,medium,20,late_night,just_because,new,5,light,false,false,calm_connection,12,Deep Questions,conversation,0.05536,0.715
299,affectionate,very_low,15,afternoon,rough_day,serious,3,moderate,true,false,warm_connection,20,Romantic Q&A,intimate_activity,0.06365,0.811
300,happy,medium,60,evening,late_night,new,2,light,false,false,positive_social,19,Flirty This or That,intimate_activity,0.07752,0.664
301,low_energy,high,60,late_night,weekend,dating,1,light,false,false,gentle_connection,3,Trivia Battle,competitive_game,0.09456,0.64
302,playful,low,10,late_night,valentines,new,1,light,false,false,playful_social,2,This or That,question_game,0.06205,0.715
303,affectionate,high,60,evening,valentines,dating,5,moderate,true,false,warm_connection,16,Watch Together,watch_together,0.08177,0.61
304,happy,medium,45,evening,rough_day,new,1,light,false,false,positive_social,8,Two Truths and a Lie,question_game,0.09022,0.66
305,energetic,medium,10,late_night,celebration,long_term,3,light,false,false,high_energy_fun,6,Scribble,creative_game,0.07311,0.775
306,low_energy,medium,15,afternoon,anniversary,new,4,light,false,false,gentle_connection,10,Memory Lane,memory,0.07696,0.823
307,sensual,very_high,15,late_night,rough_day,long_term,4,high,true,true,sensual_connection,19,Flirty This or That,intimate_activity,0.07809,0.738
308,erotic,low,60,afternoon,celebration,long_term,1,very_high,true,true,intimate_connection,19,Flirty This or That,intimate_activity,0.12981,0.647
309,nostalgic,medium,5,morning,normal_day,long_term,5,moderate,true,false,memory_connection,22,Little Moments,memory,0.11672,0.775
310,nostalgic,low,10,evening,holiday,long_term,4,moderate,true,false,memory_connection,10,Memory Lane,memory,0.06711,0.788
311,affectionate,very_high,20,morning,just_because,long_term,4,moderate,true,false,warm_connection,24,Date Night Roulette,date_activity,0.05745,0.718
312,energetic,low,30,late_night,reunion,long_term,1,light,false,false,high_energy_fun,11,Relationship Timeline,memory,0.07138,0.732
313,low_energy,medium,45,morning,long_distance,dating,1,light,false,false,gentle_connection,22,Little Moments,memory,0.09948,0.707
314,celebratory,very_low,5,late_night,valentines,just_met,5,light,false,false,celebration,8,Two Truths and a Lie,question_game,0.07851,0.61
315,playful,high,5,evening,long_distance,new,2,light,false,false,playful_social,25,Playful Teasing Cards,intimate_activity,0.05987,0.739
316,sensual,high,15,late_night,reunion,serious,4,high,true,true,sensual_connection,18,Truth or Dare,romantic_activity,0.08216,0.823
317,low_energy,very_high,10,evening,first_date,new,5,light,false,false,gentle_connection,2,This or That,question_game,0.0661,0.67
318,romantic,low,60,morning,special_memory,just_met,3,moderate,true,false,romantic_connection,16,Watch Together,watch_together,0.21739,0.66
319,sensual,very_high,20,late_night,holiday,new,2,high,true,true,sensual_connection,20,Romantic Q&A,intimate_activity,0.08083,0.689
320,romantic,medium,10,morning,normal_day,serious,5,moderate,true,false,romantic_connection,18,Truth or Dare,romantic_activity,0.05657,0.8
321,happy,low,10,morning,first_date,long_term,1,light,false,false,positive_social,2,This or That,question_game,0.10558,0.775
322,low_energy,very_low,10,morning,long_distance,serious,2,light,false,false,gentle_connection,22,Little Moments,memory,0.07928,0.799
323,erotic,very_low,10,evening,anniversary,long_term,3,very_high,true,true,intimate_connection,21,Compliment Challenge,romantic_activity,0.08373,0.811
324,erotic,medium,10,evening,just_because,new,5,very_high,true,true,intimate_connection,19,Flirty This or That,intimate_activity,0.08291,0.8
325,deep,medium,5,afternoon,celebration,serious,5,light,false,false,deep_connection,2,This or That,question_game,0.05602,0.66
326,calm,high,60,evening,rough_day,serious,4,light,false,false,calm_connection,16,Watch Together,watch_together,0.20665,0.75
327,relaxed,low,60,late_night,anniversary,new,3,light,false,false,easy_connection,11,Relationship Timeline,memory,0.10118,0.676
328,romantic,high,5,late_night,long_distance,long_term,5,moderate,true,false,romantic_connection,21,Compliment Challenge,romantic_activity,0.0713,0.75
329,affectionate,medium,10,evening,celebration,just_met,4,moderate,true,false,warm_connection,4,Tic Tac Toe,competitive_game,0.05882,0.66
330,playful,very_high,45,afternoon,normal_day,dating,4,light,false,false,playful_social,16,Watch Together,watch_together,0.10448,0.585
331,celebratory,very_low,60,morning,anniversary,long_term,5,light,false,false,celebration,10,Memory Lane,memory,0.10609,0.675
332,affectionate,medium,15,morning,anniversary,new,1,moderate,true,false,warm_connection,11,Relationship Timeline,memory,0.05398,0.707
333,erotic,high,10,afternoon,long_distance,new,5,very_high,true,true,intimate_connection,19,Flirty This or That,intimate_activity,0.08083,0.775
334,deep,high,20,evening,birthday,dating,3,light,false,false,deep_connection,6,Scribble,creative_game,0.05872,0.72
335,energetic,high,5,late_night,special_memory,dating,2,light,false,false,high_energy_fun,22,Little Moments,memory,0.09684,0.694
336,relaxed,very_low,30,afternoon,rough_day,new,1,light,false,false,easy_connection,15,Music Mood,watch_together,0.14611,0.775
